timestamp,ax,ay,az,label,trial_id
815010,0.019500,0.023400,0.916500,shake_lr,1
815028,0.015600,0.019500,0.920400,shake_lr,1
815046,0.015600,0.019500,0.916500,shake_lr,1
815064,0.015600,0.023400,0.924300,shake_lr,1
815082,0.015600,0.023400,0.916500,shake_lr,1
815101,0.015600,0.019500,0.916500,shake_lr,1
815119,0.097500,-1.181700,0.897000,shake_lr,1
815138,-0.003900,0.811200,0.877500,shake_lr,1
815158,0.039000,0.705900,0.971100,shake_lr,1
815178,0.074100,0.760500,0.877500,shake_lr,1
815199,0.187200,0.596700,1.029600,shake_lr,1
815218,0.074100,0.475800,0.943800,shake_lr,1
815238,0.062400,-0.132600,1.197300,shake_lr,1
815258,0.101400,-0.097500,0.912600,shake_lr,1
815278,-0.187200,-1.014000,0.916500,shake_lr,1
815298,-0.148200,-0.963300,0.908700,shake_lr,1
815318,0.031200,-0.413400,0.912600,shake_lr,1
815338,-0.105300,-1.197300,0.932100,shake_lr,1
815358,-0.253500,-0.362700,1.006200,shake_lr,1
815378,-0.019500,-0.027300,0.916500,shake_lr,1
815398,-0.179400,0.370500,1.045200,shake_lr,1
815418,0.140400,0.620100,0.885300,shake_lr,1
815437,0.191100,0.542100,0.955500,shake_lr,1
815458,0.136500,0.323700,0.924300,shake_lr,1
815477,0.156000,0.920400,0.978900,shake_lr,1
815498,0.276900,0.503100,0.947700,shake_lr,1
815518,0.234000,-0.003900,0.916500,shake_lr,1
815538,-0.058500,-0.062400,0.947700,shake_lr,1
815558,-0.124800,-0.526500,0.947700,shake_lr,1
815577,-0.382200,-0.889200,0.959400,shake_lr,1
815598,-0.214500,-0.573300,0.920400,shake_lr,1
815618,-0.187200,-0.998400,0.799500,shake_lr,1
815638,0.081900,-0.620100,0.889200,shake_lr,1
815658,0.234000,-0.179400,0.865800,shake_lr,1
815677,0.081900,0.214500,0.834600,shake_lr,1
815698,0.085800,0.592800,0.842400,shake_lr,1
815717,0.140400,0.869700,0.900900,shake_lr,1
815738,0.253500,0.581100,0.908700,shake_lr,1
815758,0.113100,0.783900,0.912600,shake_lr,1
815777,0.128700,0.585000,0.939900,shake_lr,1
815798,0.288600,0.187200,0.854100,shake_lr,1
815818,0.140400,-0.070200,0.873600,shake_lr,1
815838,-0.093600,-0.460200,0.939900,shake_lr,1
815858,-0.117000,-0.202800,0.908700,shake_lr,1
815878,-0.062400,-0.120900,0.881400,shake_lr,1
815899,0.023400,-0.062400,0.904800,shake_lr,1
815918,-0.031200,-0.222300,0.912600,shake_lr,1
815938,0.019500,0.019500,0.912600,shake_lr,1
815958,0.019500,0.019500,0.920400,shake_lr,1
815977,0.019500,0.019500,0.916500,shake_lr,1
