time_us,x_g,y_g,z_g,time_ms,cue_time_us
1362509,0.0351,0.0468,0.9516,1362.509,500000
1365006,0.0234,0.0585,0.9555,1365.006,500000
1367514,0.0312,0.0624,0.9477,1367.514,500000
1370023,0.0351,0.0585,0.9516,1370.023,500000
1372522,0.0312,0.0546,0.9516,1372.522,500000
1375025,0.039,0.0546,0.9477,1375.025,500000
1377524,0.0312,0.0585,0.9438,1377.524,500000
1380014,0.0312,0.0507,0.9555,1380.014,500000
1382506,0.0351,0.0468,0.9516,1382.506,500000
1385019,0.0273,0.0585,0.9516,1385.019,500000
1387522,0.0312,0.0585,0.9438,1387.522,500000
1390001,0.0351,0.0507,0.9399,1390.001,500000
1392524,0.0312,0.0429,0.9399,1392.524,500000
1395025,0.0273,0.0468,0.9477,1395.025,500000
1397502,0.039,0.0429,0.9516,1397.502,500000
1400004,0.0273,0.0546,0.9438,1400.004,500000
1402529,0.0273,0.0468,0.9438,1402.529,500000
1405001,0.0312,0.0546,0.9399,1405.001,500000
1407507,0.0312,0.0429,0.9438,1407.507,500000
1410011,0.0273,0.0468,0.9516,1410.011,500000
1412512,0.0273,0.0468,0.9438,1412.512,500000
1415006,0.0351,0.0468,0.9438,1415.006,500000
1417510,0.0234,0.0546,0.9438,1417.51,500000
1420013,0.0312,0.0546,0.9438,1420.013,500000
1422508,0.0312,0.0507,0.9516,1422.508,500000
1425006,0.0273,0.0468,0.9438,1425.006,500000
1427519,0.0312,0.0507,0.9438,1427.519,500000
1430023,0.0351,0.0468,0.9399,1430.023,500000
1432518,0.039,0.0429,0.9438,1432.518,500000
1435028,0.0351,0.0429,0.9438,1435.028,500000
1437500,0.0351,0.0468,0.9321,1437.5,500000
1440007,0.0351,0.0468,0.9321,1440.007,500000
1442503,0.0312,0.0546,0.9321,1442.503,500000
1445023,0.0312,0.0546,0.9321,1445.023,500000
1447525,0.0351,0.0507,0.936,1447.525,500000
1450000,0.0234,0.0468,0.9594,1450.0,500000
1452502,0.0312,0.0507,0.9438,1452.502,500000
1455029,0.0351,0.0468,0.9282,1455.029,500000
1457503,0.0351,0.0429,0.9438,1457.503,500000
1460007,0.0273,0.0507,0.936,1460.007,500000
1462515,0.0351,0.0468,0.9399,1462.515,500000
1465027,0.0351,0.0468,0.9438,1465.027,500000
1467502,0.0351,0.0546,0.9438,1467.502,500000
1470012,0.0351,0.0507,0.936,1470.012,500000
1472505,0.0429,0.0546,0.9282,1472.505,500000
1475004,0.0273,0.0546,0.936,1475.004,500000
1477505,0.0351,0.0546,0.936,1477.505,500000
1480025,0.0351,0.0624,0.936,1480.025,500000
1482527,0.0312,0.0585,0.936,1482.527,500000
1485019,0.0468,0.0507,0.936,1485.019,500000
1487528,0.039,0.0507,0.9516,1487.528,500000
1490024,0.039,0.0585,0.936,1490.024,500000
1492528,0.0429,0.0507,0.9321,1492.528,500000
1495007,0.0351,0.0546,0.9399,1495.007,500000
1497510,0.0312,0.0546,0.936,1497.51,500000
1500013,0.0312,0.0546,0.9321,1500.013,500000
1502509,0.0312,0.0546,0.936,1502.509,500000
1505000,0.0312,0.0546,0.936,1505.0,500000
1507502,0.0312,0.0585,0.936,1507.502,500000
1510005,0.0312,0.0546,0.936,1510.005,500000
1512505,0.0312,0.0546,0.936,1512.505,500000
1515030,0.0273,0.0546,0.9321,1515.03,500000
1517502,0.0312,0.0546,0.9321,1517.502,500000
1520006,0.0351,0.0546,0.9282,1520.006,500000
1522509,0.0351,0.0546,0.9321,1522.509,500000
1525030,0.0351,0.0468,0.9438,1525.03,500000
1527502,0.0429,0.0546,0.9321,1527.502,500000
1530008,0.0429,0.0546,0.936,1530.008,500000
1532510,0.0351,0.0507,0.936,1532.51,500000
1535030,0.0351,0.0468,0.936,1535.03,500000
1537506,0.0351,0.0507,0.936,1537.506,500000
1540008,0.039,0.0507,0.9399,1540.008,500000
1542504,0.0273,0.0468,0.9321,1542.504,500000
1545028,0.0351,0.0546,0.9282,1545.028,500000
1547501,0.0312,0.0507,0.9516,1547.501,500000
1550006,0.0312,0.0507,0.9516,1550.006,500000
1552502,0.0078,0.0273,0.9204,1552.502,500000
1555015,0.0312,0.0546,0.9399,1555.015,500000
1557529,0.0312,0.0507,0.9438,1557.529,500000
1560019,0.0351,0.0585,0.9321,1560.019,500000
1562514,0.0312,0.0507,0.9204,1562.514,500000
1565021,0.0312,0.0624,0.9321,1565.021,500000
1567525,0.0429,0.0507,0.936,1567.525,500000
1570003,0.0351,0.0546,0.9243,1570.003,500000
1572527,0.039,0.0507,0.9243,1572.527,500000
1575020,0.0351,0.0663,0.9438,1575.02,500000
1577522,0.0351,0.0507,0.9321,1577.522,500000
1580013,0.0273,0.0546,0.9204,1580.013,500000
1582510,0.0312,0.0468,0.9321,1582.51,500000
1585012,0.0312,0.0429,0.9204,1585.012,500000
1587515,0.039,0.0468,0.9243,1587.515,500000
1590017,0.0312,0.0468,0.9321,1590.017,500000
1592519,0.0312,0.0546,0.9399,1592.519,500000
1595030,0.0312,0.0468,0.9243,1595.03,500000
1597503,0.0273,0.0468,0.9204,1597.503,500000
1600012,0.039,0.0468,0.9243,1600.012,500000
1602507,0.0312,0.0585,0.936,1602.507,500000
1605028,0.0273,0.0468,0.9282,1605.028,500000
1607502,0.0351,0.0468,0.9282,1607.502,500000
1610006,0.0351,0.0468,0.9282,1610.006,500000
1612502,0.0273,0.0468,0.9282,1612.502,500000
1615001,0.0351,0.0507,0.9204,1615.001,500000
1617509,0.0312,0.0507,0.9321,1617.509,500000
1620028,0.0312,0.0507,0.9321,1620.028,500000
1622505,0.0312,0.0546,0.9204,1622.505,500000
1625008,0.039,0.0468,0.9243,1625.008,500000
1627519,0.0429,0.0429,0.9282,1627.519,500000
1630024,0.0312,0.0507,0.9243,1630.024,500000
1632523,0.039,0.0507,0.9282,1632.523,500000
1635030,0.0351,0.0468,0.9282,1635.03,500000
1637508,0.0273,0.0468,0.9243,1637.508,500000
1640010,0.039,0.0507,0.9243,1640.01,500000
1642507,0.0351,0.0507,0.9321,1642.507,500000
1645023,0.0312,0.0507,0.9165,1645.023,500000
1647525,0.0312,0.0585,0.9282,1647.525,500000
1650030,0.0351,0.0546,0.9165,1650.03,500000
1652524,0.1989,0.0351,1.014,1652.524,500000
1655030,0.0429,0.0507,0.9321,1655.03,500000
1657506,0.0429,0.0507,0.9321,1657.506,500000
1660029,0.0273,0.0546,0.9282,1660.029,500000
1662506,0.0273,0.0546,0.9282,1662.506,500000
1665027,0.0273,0.0468,0.9321,1665.027,500000
1667501,0.0351,0.0546,0.9204,1667.501,500000
1670009,0.0273,0.0507,0.9282,1670.009,500000
1672505,0.0195,0.0546,0.9243,1672.505,500000
1675018,0.0312,0.0507,0.9282,1675.018,500000
1677511,0.0351,0.0585,0.9243,1677.511,500000
1680000,0.039,0.0624,0.9243,1680.0,500000
1682503,0.0273,0.0624,0.936,1682.503,500000
1685012,0.0273,0.0546,0.9321,1685.012,500000
1687507,0.0312,0.0585,0.9282,1687.507,500000
1690013,0.0312,0.0546,0.9165,1690.013,500000
1692517,0.0273,0.0546,0.936,1692.517,500000
1695000,0.0351,0.0546,0.9204,1695.0,500000
1697502,0.0273,0.0585,0.9282,1697.502,500000
1700003,0.0312,0.0546,0.9243,1700.003,500000
1702502,0.0273,0.0624,0.9165,1702.502,500000
1705030,0.0351,0.0624,0.9243,1705.03,500000
1707505,0.039,0.0585,0.9165,1707.505,500000
1710008,0.0351,0.0624,0.9282,1710.008,500000
1712509,0.0312,0.0546,0.9204,1712.509,500000
1715025,0.0312,0.0546,0.9204,1715.025,500000
1717528,0.0312,0.0546,0.9165,1717.528,500000
1720004,0.0351,0.0546,0.9165,1720.004,500000
1722503,0.039,0.0546,0.9204,1722.503,500000
1725027,0.0312,0.0507,0.9165,1725.027,500000
1727505,0.0273,0.0585,0.9282,1727.505,500000
1730012,0.0312,0.0546,0.9282,1730.012,500000
1732516,0.0351,0.0546,0.9321,1732.516,500000
1735027,0.0351,0.0468,0.9204,1735.027,500000
1737506,0.0273,0.0546,0.9165,1737.506,500000
1740014,0.0312,0.0507,0.9165,1740.014,500000
1742510,0.0312,0.0429,0.9282,1742.51,500000
1745026,0.0312,0.0507,0.9243,1745.026,500000
1747504,0.039,0.0507,0.9282,1747.504,500000
1750007,0.0273,0.0507,0.9243,1750.007,500000
1752517,0.0312,0.0468,0.9243,1752.517,500000
1755006,0.0351,0.1053,0.9009,1755.006,500000
1757516,0.0312,0.0585,0.9243,1757.516,500000
1760017,0.0351,0.039,0.9321,1760.017,500000
1762509,0.0234,0.0546,0.9282,1762.509,500000
1765001,0.0234,0.0546,0.9282,1765.001,500000
1767504,0.039,0.0429,0.9204,1767.504,500000
1770013,0.0195,0.0546,0.9282,1770.013,500000
1772507,0.0312,0.0468,0.9282,1772.507,500000
1775012,0.039,0.0507,0.9282,1775.012,500000
1777512,0.0273,0.0546,0.9243,1777.512,500000
1780002,0.0312,0.0468,0.9321,1780.002,500000
1782526,0.0312,0.0507,0.9321,1782.526,500000
1785012,0.0351,0.0507,0.9204,1785.012,500000
1787518,0.0351,0.0507,0.9204,1787.518,500000
1790021,0.039,0.0546,0.9321,1790.021,500000
1792522,0.039,0.0585,0.9243,1792.522,500000
1795027,0.0351,0.0546,0.9282,1795.027,500000
1797504,0.0351,0.0546,0.9321,1797.504,500000
1800011,0.0273,0.0468,0.9243,1800.011,500000
1802512,0.0312,0.0546,0.9243,1802.512,500000
1805027,0.0312,0.0546,0.9243,1805.027,500000
1807500,0.0312,0.0546,0.9165,1807.5,500000
1810008,0.0273,0.0546,0.9243,1810.008,500000
1812504,0.0312,0.0546,0.9126,1812.504,500000
1815023,0.0312,0.0585,0.9282,1815.023,500000
1817512,0.0312,0.0546,0.9204,1817.512,500000
1820023,0.0273,0.0546,0.9243,1820.023,500000
1822525,0.039,0.0546,0.9243,1822.525,500000
1825029,0.0351,0.0507,0.9282,1825.029,500000
1827502,0.0273,0.0624,0.9243,1827.502,500000
1830006,0.0312,0.0507,0.9087,1830.006,500000
1832503,0.0312,0.0624,0.9204,1832.503,500000
1835022,0.0351,0.0546,0.9204,1835.022,500000
1837524,0.0312,0.0546,0.9243,1837.524,500000
1840028,0.039,0.0624,0.9204,1840.028,500000
1842523,0.039,0.0546,0.9321,1842.523,500000
1845024,0.0312,0.0585,0.9204,1845.024,500000
1847501,0.0351,0.0507,0.9243,1847.501,500000
1850004,0.039,0.0585,0.9204,1850.004,500000
1852500,0.0351,0.0585,0.9321,1852.5,500000
1855005,0.0312,0.0507,0.9282,1855.005,500000
1857510,0.0312,0.039,0.9165,1857.51,500000
1860012,0.0312,0.0468,0.9165,1860.012,500000
1862515,0.0351,0.0546,0.9243,1862.515,500000
1865011,0.0273,0.0468,0.9243,1865.011,500000
1867514,0.0234,0.0546,0.9282,1867.514,500000
1870025,0.0234,0.0585,0.9282,1870.025,500000
1872523,0.0234,0.0546,0.9204,1872.523,500000
1875001,0.0234,0.0546,0.9204,1875.001,500000
1877504,0.0312,0.0507,0.9243,1877.504,500000
1880025,0.0351,0.0585,0.9243,1880.025,500000
1882511,0.0273,0.0546,0.9204,1882.511,500000
1885014,0.0351,0.0507,0.9321,1885.014,500000
1887519,0.0312,0.0507,0.9243,1887.519,500000
1890028,0.0351,0.0468,0.9165,1890.028,500000
1892500,0.0312,0.0507,0.9282,1892.5,500000
1895006,0.039,0.0546,0.9243,1895.006,500000
1897516,0.0351,0.0546,0.9165,1897.516,500000
1900022,0.0351,0.0507,0.9165,1900.022,500000
1902522,0.039,0.0507,0.9282,1902.522,500000
1905025,0.0234,0.0507,0.9087,1905.025,500000
1907503,0.039,0.0468,0.9204,1907.503,500000
1910005,0.0312,0.0468,0.9282,1910.005,500000
1912505,0.0273,0.0624,0.9243,1912.505,500000
1915002,0.0312,0.0546,0.9087,1915.002,500000
1917507,0.0312,0.0507,0.9282,1917.507,500000
1920010,0.0351,0.0429,0.9321,1920.01,500000
1922506,0.0312,0.0468,0.9165,1922.506,500000
1925019,0.0351,0.0546,0.9126,1925.019,500000
1927527,0.0312,0.0429,0.9126,1927.527,500000
1930002,0.0312,0.039,0.9243,1930.002,500000
1932527,0.0312,0.0468,0.936,1932.527,500000
1935026,0.0351,0.0468,0.9321,1935.026,500000
1937529,0.0351,0.0507,0.9243,1937.529,500000
1940004,0.0312,0.0507,0.9243,1940.004,500000
1942528,0.0312,0.0507,0.9204,1942.528,500000
1945021,0.0312,0.0507,0.9165,1945.021,500000
1947529,0.0351,0.0507,0.9204,1947.529,500000
1950006,0.0351,0.0507,0.9204,1950.006,500000
1952509,0.0312,0.0507,0.9282,1952.509,500000
1955028,0.0312,0.0546,0.9204,1955.028,500000
1957502,0.0312,0.0507,0.9243,1957.502,500000
1960004,0.0351,0.0507,0.9165,1960.004,500000
1962504,0.0351,0.0429,0.9165,1962.504,500000
1965025,0.0351,0.0468,0.9204,1965.025,500000
1967517,0.0273,0.0468,0.9282,1967.517,500000
1970000,0.0234,0.0585,0.9165,1970.0,500000
1972528,0.0273,0.0546,0.9282,1972.528,500000
1975011,0.0312,0.0507,0.9126,1975.011,500000
1977514,0.039,0.0468,0.9204,1977.514,500000
1980004,0.0312,0.0468,0.9243,1980.004,500000
1982506,0.0312,0.0546,0.9204,1982.506,500000
1985005,0.0312,0.0546,0.9204,1985.005,500000
1987514,0.0351,0.0429,0.9282,1987.514,500000
1990022,0.0429,0.0507,0.9243,1990.022,500000
1992522,0.0351,0.0507,0.9165,1992.522,500000
1995027,0.0312,0.0507,0.9243,1995.027,500000
1997502,0.0351,0.0507,0.9282,1997.502,500000
2000005,0.0312,0.0507,0.936,2000.005,500000
2002500,0.0351,0.0468,0.9282,2002.5,500000
2005006,0.0312,0.0546,0.9087,2005.006,500000
2007514,0.0312,0.0546,0.9165,2007.514,500000
2010016,0.0429,0.0468,0.9243,2010.016,500000
2012516,0.0312,0.0546,0.9243,2012.516,500000
2015009,0.0273,0.0546,0.9243,2015.009,500000
2017518,0.0312,0.0585,0.9243,2017.518,500000
2020022,0.0312,0.0507,0.9243,2020.022,500000
2022522,0.0312,0.0468,0.9204,2022.522,500000
2025006,0.039,0.0507,0.9204,2025.006,500000
2027510,0.0351,0.0507,0.9165,2027.51,500000
2030015,0.039,0.0546,0.9126,2030.015,500000
2032515,0.0312,0.0507,0.9204,2032.515,500000
2035021,0.0351,0.0546,0.9282,2035.021,500000
2037529,0.039,0.0429,0.9165,2037.529,500000
2040000,0.0273,0.0546,0.9087,2040.0,500000
2042524,0.0273,0.0546,0.9282,2042.524,500000
2045024,0.0351,0.0468,0.9204,2045.024,500000
2047503,0.0312,0.0546,0.9243,2047.503,500000
2050004,0.0312,0.0507,0.9165,2050.004,500000
2052501,0.039,0.0468,0.9126,2052.501,500000
2055007,0.039,0.0507,0.9165,2055.007,500000
2057516,0.0234,0.0585,0.9204,2057.516,500000
2060019,0.0312,0.0546,0.9165,2060.019,500000
2062516,0.0312,0.0468,0.9243,2062.516,500000
2065023,0.0312,0.0468,0.9126,2065.023,500000
2067527,0.0351,0.0468,0.9087,2067.527,500000
2070008,0.0273,0.0546,0.9126,2070.008,500000
2072502,0.0273,0.0585,0.9126,2072.502,500000
2075001,0.0273,0.0468,0.9204,2075.001,500000
2077523,0.0273,0.0585,0.9282,2077.523,500000
2080022,0.0273,0.0546,0.9204,2080.022,500000
2082500,0.0312,0.0546,0.9165,2082.5,500000
2085014,0.0312,0.0546,0.9126,2085.014,500000
2087518,0.0312,0.0546,0.9165,2087.518,500000
2090021,0.0312,0.0546,0.9165,2090.021,500000
2092517,0.0312,0.0546,0.9204,2092.517,500000
2095024,0.0273,0.0507,0.9204,2095.024,500000
2097501,0.0312,0.0546,0.9243,2097.501,500000
2100002,0.0234,0.0585,0.9087,2100.002,500000
2102527,0.0351,0.0585,0.9243,2102.527,500000
2105027,0.0273,0.0507,0.9165,2105.027,500000
2107501,0.0312,0.0585,0.9126,2107.501,500000
2110003,0.0468,0.0507,0.9126,2110.003,500000
2112500,0.0312,0.0585,0.9126,2112.5,500000
2115028,0.0312,0.0546,0.9204,2115.028,500000
2117506,0.0234,0.0585,0.9204,2117.506,500000
2120008,0.0312,0.0546,0.9126,2120.008,500000
2122504,0.0351,0.0546,0.9243,2122.504,500000
2125027,0.0312,0.0546,0.9243,2125.027,500000
2127505,0.0351,0.0546,0.9165,2127.505,500000
2130010,0.0351,0.0468,0.9204,2130.01,500000
2132509,0.0312,0.0507,0.9087,2132.509,500000
2135025,0.0312,0.0585,0.9087,2135.025,500000
2137528,0.0351,0.0507,0.9243,2137.528,500000
2140006,0.0312,0.0507,0.9165,2140.006,500000
2142507,0.0273,0.0624,0.9243,2142.507,500000
2145008,0.039,0.039,0.9087,2145.008,500000
2147522,0.0351,0.0468,0.9204,2147.522,500000
2150025,0.039,0.0468,0.9204,2150.025,500000
2152521,0.0351,0.0507,0.9204,2152.521,500000
2155003,0.0273,0.0468,0.9243,2155.003,500000
2157511,0.0312,0.0546,0.9243,2157.511,500000
2160012,0.0273,0.0546,0.9204,2160.012,500000
2162514,0.039,0.0546,0.9243,2162.514,500000
2165026,0.0273,0.0507,0.9204,2165.026,500000
2167501,0.0351,0.0468,0.9048,2167.501,500000
2170011,0.0351,0.0507,0.9165,2170.011,500000
2172503,0.0312,0.0507,0.9126,2172.503,500000
2175025,0.0273,0.0546,0.9243,2175.025,500000
2177521,0.0273,0.0507,0.9243,2177.521,500000
2180014,0.0273,0.0624,0.9165,2180.014,500000
2182518,0.0429,0.0468,0.9204,2182.518,500000
2185013,0.0273,0.0546,0.9165,2185.013,500000
2187523,0.0273,0.0585,0.9243,2187.523,500000
2190001,0.0351,0.0546,0.9204,2190.001,500000
2192503,0.0351,0.0507,0.9126,2192.503,500000
2195025,0.0273,0.0546,0.9282,2195.025,500000
2197504,0.0273,0.0546,0.9282,2197.504,500000
2200006,0.0273,0.0585,0.9243,2200.006,500000
2202502,0.0312,0.0546,0.9282,2202.502,500000
2205030,0.0351,0.0585,0.9204,2205.03,500000
2207510,0.0234,0.0546,0.9087,2207.51,500000
2210030,0.0312,0.0507,0.9204,2210.03,500000
2212529,0.0312,0.0507,0.9165,2212.529,500000
2215029,0.039,0.0507,0.9165,2215.029,500000
2217501,0.0351,0.0507,0.9243,2217.501,500000
2220010,0.0273,0.0624,0.9282,2220.01,500000
2222505,0.0195,0.0507,0.936,2222.505,500000
2225028,0.0351,0.0507,0.9321,2225.028,500000
2227502,0.0273,0.0507,0.9126,2227.502,500000
2230007,0.0273,0.0546,0.9165,2230.007,500000
2232510,0.0312,0.0546,0.9282,2232.51,500000
2235029,0.0312,0.0585,0.9126,2235.029,500000
2237501,0.0273,0.0585,0.9243,2237.501,500000
2240003,0.0312,0.0468,0.9204,2240.003,500000
2242527,0.0351,0.0468,0.9282,2242.527,500000
2245026,0.0351,0.0507,0.9204,2245.026,500000
2247529,0.0312,0.0624,0.9204,2247.529,500000
2250008,0.039,0.0507,0.9087,2250.008,500000
2252504,0.0273,0.0585,0.9282,2252.504,500000
2255000,0.0312,0.0546,0.9243,2255.0,500000
2257503,0.0351,0.0585,0.9126,2257.503,500000
2260005,0.0351,0.0429,0.9243,2260.005,500000
2262501,0.039,0.0468,0.9243,2262.501,500000
2265000,0.0312,0.0429,0.9165,2265.0,500000
2267506,0.0312,0.0468,0.9087,2267.506,500000
2270017,0.0273,0.0429,0.9165,2270.017,500000
2272519,0.0351,0.0468,0.9282,2272.519,500000
2275024,0.0312,0.0468,0.9321,2275.024,500000
2277527,0.0273,0.0429,0.9126,2277.527,500000
2280014,0.0312,0.0507,0.9087,2280.014,500000
2282518,0.0273,0.0507,0.9165,2282.518,500000
2285013,0.0273,0.0507,0.9165,2285.013,500000
2287522,0.0429,0.0429,0.9204,2287.522,500000
2290000,0.0312,0.0546,0.9165,2290.0,500000
2292501,0.0312,0.0468,0.9204,2292.501,500000
2295004,0.0351,0.0468,0.9126,2295.004,500000
2297505,0.0312,0.0468,0.9165,2297.505,500000
2300007,0.0429,0.0468,0.9165,2300.007,500000
2302506,0.0312,0.0546,0.9204,2302.506,500000
2305022,0.0273,0.0546,0.9165,2305.022,500000
2307526,0.0273,0.0546,0.9165,2307.526,500000
2310030,0.0273,0.0585,0.9165,2310.03,500000
2312526,0.0273,0.0507,0.9204,2312.526,500000
2315011,0.039,0.0507,0.9243,2315.011,500000
2317516,0.0273,0.0585,0.9165,2317.516,500000
2320016,0.0312,0.0507,0.9048,2320.016,500000
2322511,0.0351,0.0546,0.9165,2322.511,500000
2325003,0.0234,0.0546,0.9165,2325.003,500000
2327509,0.039,0.0585,0.9282,2327.509,500000
2330014,0.0273,0.0585,0.9243,2330.014,500000
2332516,0.0429,0.0468,0.9165,2332.516,500000
2335025,0.0429,0.0507,0.9204,2335.025,500000
2337500,0.0234,0.0429,0.9243,2337.5,500000
2340009,0.0234,0.0624,0.9243,2340.009,500000
2342526,0.0312,0.0546,0.9321,2342.526,500000
2345029,0.0312,0.0546,0.9243,2345.029,500000
2347501,0.0273,0.0585,0.9126,2347.501,500000
2350002,0.0351,0.0546,0.9087,2350.002,500000
2352502,0.0312,0.0585,0.9165,2352.502,500000
2355024,0.0273,0.0468,0.9204,2355.024,500000
2357504,0.0312,0.0546,0.9243,2357.504,500000
2360008,0.0351,0.0546,0.9165,2360.008,500000
2362509,0.0351,0.0624,0.9126,2362.509,500000
2365021,0.0312,0.0507,0.9204,2365.021,500000
2367527,0.0312,0.0546,0.9243,2367.527,500000
2370007,0.0468,0.0624,0.9204,2370.007,500000
2372503,0.0312,0.0507,0.9204,2372.503,500000
2375016,0.0312,0.0546,0.9204,2375.016,500000
2377525,0.0351,0.0507,0.9204,2377.525,500000
2380173,0.0273,0.0507,0.9204,2380.173,500000
2382520,0.0312,0.0507,0.9126,2382.52,500000
2385007,0.0312,0.0507,0.9126,2385.007,500000
2387509,0.0312,0.0507,0.9087,2387.509,500000
2390016,0.039,0.0507,0.9165,2390.016,500000
2392512,0.039,0.0546,0.9165,2392.512,500000
2395022,0.0273,0.0507,0.9165,2395.022,500000
2397525,0.0351,0.0507,0.9087,2397.525,500000
2400000,0.0312,0.0585,0.9126,2400.0,500000
2402500,0.0312,0.0468,0.9204,2402.5,500000
2405009,0.0312,0.0585,0.9165,2405.009,500000
2407505,0.0312,0.0546,0.9165,2407.505,500000
2410011,0.039,0.0468,0.9087,2410.011,500000
2412514,0.0351,0.0468,0.9204,2412.514,500000
2415025,0.0351,0.0468,0.9204,2415.025,500000
2417528,0.039,0.0585,0.9087,2417.528,500000
2420004,0.0273,0.0546,0.9126,2420.004,500000
2422503,0.0312,0.0546,0.9087,2422.503,500000
2425026,0.0351,0.0468,0.9243,2425.026,500000
2427500,0.0312,0.0468,0.9126,2427.5,500000
2430012,0.0273,0.0468,0.9165,2430.012,500000
2432510,0.0351,0.0546,0.9087,2432.51,500000
2435028,0.0351,0.0546,0.9282,2435.028,500000
2437502,0.0273,0.0507,0.9165,2437.502,500000
2440006,0.0273,0.0507,0.9204,2440.006,500000
2442505,0.039,0.0468,0.9126,2442.505,500000
2445007,0.0351,0.0507,0.9204,2445.007,500000
2447510,0.0351,0.0507,0.9165,2447.51,500000
2450013,0.0429,0.0468,0.9243,2450.013,500000
2452510,0.0234,0.0546,0.9165,2452.51,500000
2455025,0.0312,0.0585,0.9282,2455.025,500000
2457527,0.0312,0.0468,0.9126,2457.527,500000
2460005,0.039,0.0429,0.9243,2460.005,500000
2462504,0.0429,0.0507,0.9204,2462.504,500000
2465028,0.0312,0.0507,0.9087,2465.028,500000
2467504,0.0273,0.0507,0.9165,2467.504,500000
2470015,0.0273,0.0546,0.9165,2470.015,500000
2472528,0.0351,0.0663,0.9165,2472.528,500000
2475011,0.0273,0.0468,0.9165,2475.011,500000
2477516,0.0273,0.0468,0.9165,2477.516,500000
2480003,0.0273,0.0507,0.9204,2480.003,500000
2482524,0.0312,0.0468,0.9165,2482.524,500000
2485013,0.0273,0.0546,0.9087,2485.013,500000
2487522,0.0312,0.0429,0.9165,2487.522,500000
2490026,0.0234,0.0429,0.9087,2490.026,500000
2492527,0.039,0.0507,0.9087,2492.527,500000
2495028,0.0351,0.0507,0.9126,2495.028,500000
2497505,0.039,0.0429,0.9165,2497.505,500000
2500006,0.0312,0.0546,0.9204,2500.006,500000
2502503,0.0351,0.0468,0.9204,2502.503,500000
2505030,0.0273,0.0546,0.9204,2505.03,500000
2507502,0.0312,0.0507,0.9126,2507.502,500000
2510006,0.0312,0.0507,0.9165,2510.006,500000
2512505,0.0351,0.0468,0.9126,2512.505,500000
2515007,0.0351,0.0507,0.9126,2515.007,500000
2517511,0.0312,0.0585,0.9126,2517.511,500000
2520018,0.0312,0.0546,0.9087,2520.018,500000
2522515,0.0273,0.0585,0.9204,2522.515,500000
2525000,0.0273,0.0585,0.9204,2525.0,500000
2527510,0.0273,0.0507,0.9126,2527.51,500000
2530015,0.0273,0.0507,0.9048,2530.015,500000
2532510,0.0312,0.0507,0.9126,2532.51,500000
2535025,0.0351,0.0546,0.9126,2535.025,500000
2537517,0.0351,0.0468,0.9165,2537.517,500000
2540029,0.0312,0.0507,0.9126,2540.029,500000
2542527,0.0312,0.0507,0.9048,2542.527,500000
2545030,0.0312,0.0585,0.9126,2545.03,500000
2547503,0.0312,0.0702,0.9126,2547.503,500000
2550006,0.0312,0.0507,0.9204,2550.006,500000
2552507,0.0351,0.0624,0.9126,2552.507,500000
2555029,0.0273,0.0507,0.9204,2555.029,500000
2557502,0.0351,0.0585,0.9126,2557.502,500000
2560006,0.0273,0.0585,0.9087,2560.006,500000
2562501,0.0312,0.0507,0.9087,2562.501,500000
2565024,0.0312,0.0507,0.9243,2565.024,500000
2567521,0.0351,0.0585,0.9243,2567.521,500000
2570001,0.0351,0.0546,0.9126,2570.001,500000
2572501,0.0273,0.0507,0.9165,2572.501,500000
2575029,0.0234,0.0546,0.9126,2575.029,500000
2577523,0.0312,0.0546,0.9126,2577.523,500000
2580015,0.0312,0.0507,0.9126,2580.015,500000
2582503,0.039,0.0546,0.9243,2582.503,500000
2585002,0.0351,0.0507,0.9087,2585.002,500000
2587506,0.0312,0.0468,0.9165,2587.506,500000
2590008,0.0351,0.0468,0.9087,2590.008,500000
2592503,0.0312,0.0507,0.9204,2592.503,500000
2595018,0.0273,0.0507,0.9126,2595.018,500000
2597522,0.0351,0.0507,0.9165,2597.522,500000
2600026,0.039,0.0468,0.9165,2600.026,500000
2602523,0.0273,0.0507,0.9165,2602.523,500000
2605025,0.0312,0.0546,0.9204,2605.025,500000
2607501,0.0312,0.0468,0.9126,2607.501,500000
2610003,0.0351,0.0468,0.9165,2610.003,500000
2612504,0.0234,0.0507,0.9126,2612.504,500000
2615030,0.0273,0.0546,0.9087,2615.03,500000
2617509,0.0312,0.0546,0.9165,2617.509,500000
2620015,0.0273,0.0507,0.9165,2620.015,500000
2622516,0.0351,0.0429,0.9126,2622.516,500000
2625030,0.0312,0.0468,0.9087,2625.03,500000
2627507,0.0351,0.0546,0.9204,2627.507,500000
2630014,0.0273,0.0546,0.9126,2630.014,500000
2632517,0.0273,0.0546,0.9048,2632.517,500000
2635028,0.0273,0.0546,0.9048,2635.028,500000
2637504,0.0351,0.0585,0.9048,2637.504,500000
2640008,0.039,0.0546,0.9126,2640.008,500000
2642508,0.0273,0.0546,0.9165,2642.508,500000
2645027,0.039,0.0585,0.9204,2645.027,500000
2647500,0.0312,0.0546,0.9165,2647.5,500000
2650008,0.0351,0.0468,0.9204,2650.008,500000
2652503,0.0312,0.0507,0.897,2652.503,500000
2655000,0.0351,0.0585,0.9165,2655.0,500000
2657507,0.0312,0.0585,0.9048,2657.507,500000
2660012,0.0273,0.0546,0.9165,2660.012,500000
