time_us,x_g,y_g,z_g,time_ms
242524,0.0273,0.0507,0.9009,242.524
245012,0.0273,0.0429,0.9048,245.012
247526,0.0312,0.0507,0.9087,247.526
250011,0.039,0.0507,0.9087,250.011
252524,0.0312,0.0507,0.9048,252.524
255026,0.0312,0.0507,0.9087,255.026
257521,0.0273,0.0507,0.9048,257.521
260006,0.0351,0.0468,0.9165,260.006
262518,0.0351,0.0585,0.9126,262.518
265023,0.039,0.039,0.9126,265.023
267523,0.0312,0.039,0.9048,267.523
270025,0.0312,0.039,0.9048,270.025
272523,0.0273,0.0507,0.9204,272.523
275012,0.0351,0.0468,0.9204,275.012
277526,0.0312,0.0546,0.9087,277.526
280014,0.039,0.0507,0.9009,280.014
282525,0.0273,0.0546,0.9087,282.525
285014,0.039,0.0585,0.9048,285.014
287525,0.0429,0.0546,0.9048,287.525
290013,0.039,0.0546,0.9126,290.013
292523,0.039,0.0546,0.9165,292.523
295015,0.039,0.0546,0.9087,295.015
297501,0.039,0.0468,0.9009,297.501
300021,0.0312,0.0585,0.9165,300.021
302501,0.0351,0.0546,0.9204,302.501
305026,0.0312,0.0507,0.9126,305.026
307524,0.039,0.0546,0.9165,307.524
310011,0.0351,0.0585,0.9126,310.011
312526,0.039,0.0507,0.9165,312.526
315013,0.0351,0.0468,0.9126,315.013
317522,0.039,0.0468,0.9165,317.522
320014,0.0351,0.0468,0.9048,320.014
322526,0.0351,0.0507,0.9087,322.526
325010,0.0312,0.0585,0.9048,325.01
327521,0.0234,0.0585,0.9048,327.521
330007,0.0351,0.0507,0.9048,330.007
332515,0.0273,0.0507,0.9048,332.515
335026,0.0312,0.0546,0.9165,335.026
337522,0.0312,0.0546,0.9048,337.522
340009,0.039,0.0546,0.9126,340.009
342520,0.0351,0.0507,0.9048,342.52
345010,0.039,0.0468,0.9165,345.01
347523,0.0273,0.0546,0.9126,347.523
350010,0.0312,0.0429,0.9087,350.01
352519,0.0312,0.0507,0.9009,352.519
355005,0.0312,0.0507,0.9009,355.005
357516,0.0312,0.0507,0.9204,357.516
360003,0.0312,0.0507,0.9087,360.003
362524,0.0351,0.0507,0.9048,362.524
365261,0.0351,0.0468,0.9048,365.261
367529,0.0273,0.0546,0.9087,367.529
370016,0.0234,0.0507,0.9009,370.016
372501,0.0273,0.0585,0.9009,372.501
375021,0.0312,0.0546,0.9048,375.021
377516,0.0312,0.0429,0.9087,377.516
380002,0.0312,0.0429,0.9087,380.002
382524,0.0312,0.0585,0.9048,382.524
385008,0.0351,0.0546,0.9204,385.008
387516,0.0273,0.0507,0.9087,387.516
390006,0.0312,0.0429,0.9204,390.006
392518,0.0351,0.0468,0.9048,392.518
395006,0.0273,0.0468,0.9126,395.006
397521,0.0429,0.0507,0.9087,397.521
400007,0.0351,0.0546,0.9126,400.007
402515,0.0351,0.0507,0.9126,402.515
405006,0.0312,0.0546,0.9087,405.006
407515,0.0351,0.0585,0.9165,407.515
410002,0.039,0.0585,0.9126,410.002
412524,0.0312,0.0624,0.9009,412.524
415012,0.0351,0.0546,0.9126,415.012
417524,0.0351,0.0507,0.9048,417.524
420013,0.0351,0.0585,0.9282,420.013
422527,0.0351,0.0585,0.9204,422.527
425012,0.0351,0.0507,0.9009,425.012
427525,0.0273,0.0546,0.9009,427.525
430011,0.0273,0.0546,0.9087,430.011
432522,0.0312,0.0546,0.9204,432.522
435017,0.0312,0.0546,0.9087,435.017
437503,0.039,0.0507,0.9087,437.503
440024,0.0351,0.0546,0.9087,440.024
442521,0.0273,0.0546,0.9126,442.521
445011,0.0273,0.0507,0.9009,445.011
447525,0.0351,0.0468,0.9165,447.525
450013,0.0351,0.0429,0.9165,450.013
452524,0.0312,0.0546,0.9126,452.524
455010,0.0351,0.0468,0.9087,455.01
457521,0.0273,0.0507,0.9126,457.521
460008,0.0273,0.0585,0.9048,460.008
462517,0.0273,0.0507,0.9087,462.517
465241,0.0312,0.0546,0.9048,465.241
467520,0.0273,0.0468,0.9165,467.52
470021,0.0312,0.0468,0.9126,470.021
472520,0.0351,0.0468,0.9165,472.52
475009,0.0234,0.0429,0.9165,475.009
477522,0.0312,0.0507,0.9048,477.522
480011,0.0312,0.0546,0.9126,480.011
482525,0.0312,0.0468,0.9048,482.525
485013,0.0351,0.0546,0.9048,485.013
487523,0.0312,0.0468,0.9048,487.523
490012,0.0312,0.0585,0.9087,490.012
492524,0.0273,0.0468,0.9165,492.524
495012,0.0273,0.0468,0.9165,495.012
497525,0.0351,0.0468,0.9048,497.525
500000,0.0273,0.0546,0.9087,500.0
502525,0.0312,0.0624,0.9087,502.525
505011,0.0312,0.0546,0.9009,505.011
507522,0.0312,0.0507,0.9087,507.522
510008,0.039,0.0507,0.9087,510.008
512517,0.0429,0.0585,0.9087,512.517
515004,0.0351,0.0468,0.9204,515.004
517517,0.0351,0.0429,0.9165,517.517
520006,0.0312,0.0507,0.9126,520.006
522520,0.0273,0.0624,0.9048,522.52
525015,0.039,0.0468,0.9126,525.015
527525,0.0351,0.0585,0.9165,527.525
530011,0.0312,0.0546,0.9165,530.011
532519,0.0351,0.0507,0.897,532.519
535005,0.0234,0.0507,0.9165,535.005
537515,0.0429,0.0507,0.9009,537.515
540007,0.0312,0.0507,0.9126,540.007
542518,0.039,0.0429,0.9165,542.518
545006,0.0351,0.0507,0.9204,545.006
547522,0.039,0.0507,0.9048,547.522
550005,0.039,0.0507,0.897,550.005
552519,0.0429,0.0546,0.9087,552.519
555007,0.039,0.0507,0.9126,555.007
557519,0.0312,0.0468,0.9087,557.519
560007,0.0351,0.0507,0.9126,560.007
562515,0.0351,0.0507,0.9126,562.515
565252,0.0351,0.0507,0.9165,565.252
567525,0.0351,0.0468,0.9126,567.525
570007,0.0273,0.0585,0.9048,570.007
572521,0.0312,0.0507,0.9009,572.521
575008,0.0351,0.0468,0.9126,575.008
577523,0.0351,0.0507,0.9009,577.523
580011,0.0351,0.0585,0.9165,580.011
582525,0.0351,0.0546,0.9048,582.525
585012,0.0351,0.0507,0.9087,585.012
587521,0.0234,0.0546,0.9126,587.521
590010,0.0312,0.0507,0.9048,590.01
592520,0.0312,0.0468,0.9009,592.52
595007,0.0273,0.0468,0.9087,595.007
597522,0.0312,0.0507,0.9009,597.522
600010,0.0351,0.0429,0.9087,600.01
602524,0.0234,0.0585,0.9087,602.524
605012,0.039,0.0546,0.9087,605.012
607523,0.039,0.0546,0.9087,607.523
610010,0.039,0.039,0.9048,610.01
612519,0.0351,0.0546,0.9009,612.519
615007,0.0312,0.0546,0.9165,615.007
617517,0.0351,0.0468,0.9087,617.517
620007,0.0312,0.0507,0.9126,620.007
622523,0.0351,0.0468,0.9126,622.523
625011,0.0351,0.0546,0.9204,625.011
627523,0.0351,0.0546,0.9087,627.523
630011,0.0351,0.0507,0.9165,630.011
632501,0.0351,0.0546,0.9126,632.501
635021,0.0273,0.0624,0.9165,635.021
637521,0.0312,0.0546,0.9087,637.521
640009,0.0351,0.0585,0.9165,640.009
642520,0.0351,0.0624,0.9204,642.52
645008,0.0273,0.0624,0.9087,645.008
647522,0.0312,0.0546,0.9126,647.522
650009,0.039,0.0546,0.9204,650.009
652520,0.0351,0.0546,0.9087,652.52
655009,0.039,0.0546,0.9165,655.009
657519,0.0312,0.0663,0.9126,657.519
660006,0.039,0.0585,0.9126,660.006
662519,0.0351,0.0507,0.9087,662.519
665231,0.0273,0.0546,0.9048,665.231
667522,0.0351,0.0507,0.9087,667.522
670026,0.0351,0.0429,0.9087,670.026
672501,0.0351,0.0507,0.9087,672.501
675020,0.0312,0.0546,0.9087,675.02
677527,0.0351,0.0585,0.9048,677.527
680012,0.0273,0.0546,0.9087,680.012
682524,0.039,0.0429,0.9048,682.524
685010,0.0312,0.0507,0.9087,685.01
687519,0.0351,0.0546,0.9009,687.519
690006,0.0312,0.0507,0.9048,690.006
692516,0.0351,0.0468,0.9204,692.516
695010,0.0351,0.0546,0.9165,695.01
697527,0.0351,0.0507,0.9048,697.527
700016,0.0234,0.0507,0.9087,700.016
702500,0.0312,0.0429,0.9048,702.5
705020,0.0312,0.0546,0.897,705.02
707501,0.0312,0.0585,0.9126,707.501
710020,0.039,0.0468,0.9048,710.02
712502,0.0273,0.0507,0.9126,712.502
715021,0.0273,0.0468,0.9048,715.021
717501,0.0234,0.0429,0.9087,717.501
720023,0.0234,0.0429,0.9087,720.023
722525,0.0273,0.0507,0.9087,722.525
725012,0.0351,0.0507,0.9126,725.012
727525,0.0273,0.0507,0.9126,727.525
730012,0.039,0.0585,0.9126,730.012
732524,0.0273,0.0507,0.9126,732.524
735010,0.0351,0.0468,0.9048,735.01
737519,0.0312,0.0546,0.9165,737.519
740005,0.0312,0.0507,0.9165,740.005
742515,0.0351,0.039,0.9165,742.515
745005,0.0312,0.0468,0.9165,745.005
747521,0.039,0.0546,0.9165,747.521
750009,0.0351,0.0546,0.9126,750.009
752521,0.0351,0.0546,0.9165,752.521
755009,0.039,0.0468,0.9048,755.009
757520,0.0351,0.0624,0.9048,757.52
760004,0.0312,0.0546,0.9126,760.004
762521,0.0312,0.0468,0.9126,762.521
765250,0.0312,0.0546,0.9087,765.25
767521,0.0312,0.0507,0.9126,767.521
770027,0.0351,0.0624,0.897,770.027
772525,0.0273,0.0546,0.9048,772.525
775013,0.0351,0.0507,0.9126,775.013
777524,0.0312,0.0507,0.9048,777.524
780011,0.0312,0.0507,0.9087,780.011
782525,0.0429,0.0507,0.9126,782.525
785013,0.0351,0.0507,0.9087,785.013
787523,0.0312,0.0546,0.9009,787.523
790012,0.0312,0.0546,0.9048,790.012
792523,0.0312,0.0507,0.9126,792.523
795012,0.0234,0.0546,0.9087,795.012
797527,0.0351,0.0507,0.9087,797.527
800013,0.0312,0.0507,0.9048,800.013
802526,0.0351,0.0507,0.9048,802.526
805014,0.039,0.0507,0.9126,805.014
807526,0.0351,0.0429,0.9009,807.526
810014,0.0312,0.0507,0.9126,810.014
812527,0.0351,0.0546,0.9087,812.527
815017,0.0351,0.0468,0.9087,815.017
817527,0.0312,0.0468,0.9165,817.527
820018,0.0351,0.0507,0.897,820.018
822513,0.0351,0.0507,0.897,822.513
825026,0.0312,0.039,0.9126,825.026
827517,0.0351,0.0429,0.9048,827.517
830008,0.0312,0.0468,0.9048,830.008
832522,0.0312,0.0468,0.9048,832.522
835009,0.0312,0.0468,0.9126,835.009
837526,0.0273,0.0429,0.9048,837.526
840012,0.0351,0.0585,0.9126,840.012
842523,0.0312,0.0585,0.9087,842.523
845013,0.0234,0.0507,0.9165,845.013
847526,0.0273,0.0585,0.9048,847.526
850014,0.0312,0.0507,0.9204,850.014
852527,0.0351,0.0507,0.9009,852.527
855015,0.0351,0.0546,0.9165,855.015
857527,0.0351,0.0546,0.9126,857.527
860016,0.0351,0.0546,0.9204,860.016
862500,0.039,0.0585,0.9126,862.5
1555440,0.0273,0.0468,0.9087,1555.44
1556571,0.0351,0.0546,0.9165,1556.571
1557582,0.0351,0.0546,0.9165,1557.582
1558593,0.0312,0.0585,0.9204,1558.593
1559605,0.0312,0.0585,0.9204,1559.605
1560616,0.0312,0.0585,0.9204,1560.616
1561627,0.0312,0.0507,0.9165,1561.627
1562659,0.0312,0.0507,0.9165,1562.659
1563679,0.0312,0.0507,0.9165,1563.679
1564704,0.0312,0.0585,0.9165,1564.704
1565721,0.0312,0.0585,0.9165,1565.721
1566772,0.039,0.0468,0.9204,1566.772
1567872,0.039,0.0468,0.9204,1567.872
1568899,0.039,0.0585,0.9048,1568.899
1569909,0.039,0.0585,0.9048,1569.909
1570959,0.039,0.0585,0.9048,1570.959
1571968,0.0429,0.0663,0.9126,1571.968
1573038,0.0429,0.0663,0.9126,1573.038
1574058,0.0468,0.0468,0.9087,1574.058
1575080,0.0468,0.0468,0.9087,1575.08
1576093,0.0468,0.0468,0.9087,1576.093
1577113,0.039,0.0546,0.9087,1577.113
1578132,0.039,0.0546,0.9087,1578.132
1579174,0.0351,0.0468,0.9165,1579.174
1580183,0.0351,0.0468,0.9165,1580.183
1581282,0.0351,0.0468,0.9165,1581.282
1582300,0.0351,0.0546,0.9048,1582.3
1583327,0.0351,0.0546,0.9048,1583.327
1584349,0.0351,0.0585,0.9087,1584.349
1585378,0.0351,0.0585,0.9087,1585.378
1586393,0.0351,0.0585,0.9087,1586.393
1587414,0.0429,0.0429,0.9087,1587.414
1588434,0.0429,0.0429,0.9087,1588.434
1589445,0.0312,0.0585,0.9126,1589.445
1590539,0.0312,0.0585,0.9126,1590.539
1591553,0.0312,0.0585,0.9126,1591.553
1592634,0.0273,0.0546,0.9048,1592.634
1593651,0.0273,0.0546,0.9048,1593.651
1594661,0.039,0.0546,0.9165,1594.661
1595674,0.039,0.0546,0.9165,1595.674
1596684,0.039,0.0546,0.9165,1596.684
1597695,0.0273,0.0546,0.9165,1597.695
1598707,0.0273,0.0546,0.9165,1598.707
1599719,0.039,0.0429,0.9087,1599.719
1600793,0.039,0.0429,0.9087,1600.793
1601807,0.039,0.0429,0.9087,1601.807
1602837,0.0429,0.0585,0.9009,1602.837
1603852,0.0429,0.0585,0.9009,1603.852
1604863,0.0351,0.0585,0.9165,1604.863
1605874,0.0351,0.0585,0.9165,1605.874
1606885,0.0351,0.0585,0.9165,1606.885
1607895,0.0312,0.0585,0.9204,1607.895
1608905,0.0312,0.0585,0.9204,1608.905
1609916,0.0351,0.0585,0.9126,1609.916
1610970,0.0351,0.0585,0.9126,1610.97
1611984,0.0351,0.0585,0.9126,1611.984
1613025,0.0351,0.0585,0.9243,1613.025
1614059,0.0351,0.0585,0.9243,1614.059
1615083,0.0312,0.0585,0.9165,1615.083
1616095,0.0312,0.0585,0.9165,1616.095
1617116,0.0312,0.0585,0.9165,1617.116
1618135,0.0351,0.0585,0.9009,1618.135
1619173,0.0351,0.0585,0.9009,1619.173
1620188,0.0351,0.0546,0.9126,1620.188
1621213,0.0351,0.0546,0.9126,1621.213
1622221,0.0351,0.0546,0.9126,1622.221
1623255,0.0312,0.0585,0.9126,1623.255
1624268,0.0312,0.0585,0.9126,1624.268
1625293,0.0312,0.0624,0.9048,1625.293
1626302,0.0312,0.0624,0.9048,1626.302
1627335,0.0312,0.0624,0.9048,1627.335
1628373,0.0312,0.0546,0.9048,1628.373
1629391,0.0312,0.0546,0.9048,1629.391
1630405,0.0429,0.0624,0.897,1630.405
1631424,0.0429,0.0624,0.897,1631.424
1632529,0.0429,0.0624,0.897,1632.529
1633550,0.0351,0.0546,0.9204,1633.55
1634563,0.0351,0.0546,0.9204,1634.563
1635570,0.0351,0.0585,0.9087,1635.57
1636626,0.0351,0.0585,0.9087,1636.626
1637649,0.0351,0.0585,0.9087,1637.649
1638659,0.039,0.0546,0.9126,1638.659
1639671,0.039,0.0546,0.9126,1639.671
1640683,0.0312,0.0663,0.8931,1640.683
1641694,0.0312,0.0663,0.8931,1641.694
1642725,0.0312,0.0663,0.8931,1642.725
1643742,0.0351,0.0546,0.9009,1643.742
1644752,0.0351,0.0546,0.9009,1644.752
1645764,0.0312,0.0624,0.9126,1645.764
1647073,0.0312,0.0624,0.9126,1647.073
1648105,0.0312,0.0468,0.9165,1648.105
1649125,0.0312,0.0468,0.9165,1649.125
1650138,0.0312,0.0468,0.9165,1650.138
1651149,0.039,0.0624,0.9087,1651.149
1652163,0.039,0.0624,0.9087,1652.163
1653297,0.0351,0.0624,0.9243,1653.297
1654316,0.0351,0.0624,0.9243,1654.316
1655338,0.0351,0.0624,0.9243,1655.338
1656356,0.0273,0.0663,0.9048,1656.356
1657502,0.0273,0.0663,0.9048,1657.502
1658565,0.0312,0.0546,0.9165,1658.565
1659575,0.0312,0.0546,0.9165,1659.575
1660585,0.0312,0.0546,0.9165,1660.585
1661595,0.0351,0.0546,0.9009,1661.595
1662647,0.0351,0.0546,0.9009,1662.647
1663769,0.0468,0.0546,0.9087,1663.769
1664792,0.0468,0.0546,0.9087,1664.792
1665805,0.0468,0.0546,0.9087,1665.805
1666815,0.0468,0.0507,0.9165,1666.815
1667872,0.0468,0.0507,0.9165,1667.872
1668882,0.0351,0.0585,0.9126,1668.882
1669905,0.0351,0.0585,0.9126,1669.905
1670920,0.0351,0.0585,0.9126,1670.92
2095002,0.0546,0.0858,0.9399,2095.002
2096049,0.0507,0.0546,0.936,2096.049
2097060,0.0507,0.0546,0.936,2097.06
2098068,0.039,0.0507,0.9204,2098.068
2099079,0.039,0.0507,0.9204,2099.079
2100088,0.039,0.0507,0.9204,2100.088
2101098,0.0351,0.0546,0.9087,2101.098
2102109,0.0351,0.0546,0.9087,2102.109
2103226,0.0429,0.0468,0.9048,2103.226
2104240,0.0429,0.0468,0.9048,2104.24
2105251,0.0429,0.0468,0.9048,2105.251
2106263,0.0351,0.0507,0.9165,2106.263
2107274,0.0351,0.0507,0.9165,2107.274
2108285,0.0312,0.0546,0.9087,2108.285
2109296,0.0312,0.0546,0.9087,2109.296
2110302,0.0312,0.0546,0.9087,2110.302
2111316,0.039,0.0585,0.9165,2111.316
2112333,0.039,0.0585,0.9165,2112.333
2113436,0.0351,0.0546,0.9165,2113.436
2114450,0.0351,0.0546,0.9165,2114.45
2115460,0.0351,0.0546,0.9165,2115.46
2116472,0.0312,0.0585,0.8931,2116.472
2117480,0.0312,0.0585,0.8931,2117.48
2118493,0.0312,0.0585,0.8931,2118.493
2119503,0.0312,0.0507,0.9204,2119.503
2120516,0.0312,0.0507,0.9204,2120.516
2121528,0.039,0.0507,0.9243,2121.528
2122849,0.039,0.0507,0.9243,2122.849
2123876,0.0429,0.0507,0.9048,2123.876
2124887,0.0429,0.0507,0.9048,2124.887
2125897,0.0429,0.0507,0.9048,2125.897
2126906,0.0312,0.0468,0.9165,2126.906
2128121,0.0312,0.0468,0.9165,2128.121
2129145,0.0351,0.0546,0.9087,2129.145
2130156,0.0351,0.0546,0.9087,2130.156
2131171,0.0351,0.0546,0.9087,2131.171
2132467,0.0312,0.0585,0.9048,2132.467
2133496,0.0312,0.0585,0.9048,2133.496
2134505,0.0312,0.0585,0.9165,2134.505
2135515,0.0312,0.0585,0.9165,2135.515
2136526,0.0312,0.0624,0.9165,2136.526
2137536,0.0312,0.0624,0.9165,2137.536
2138567,0.0312,0.0624,0.9165,2138.567
2139578,0.0273,0.0507,0.9048,2139.578
2140590,0.0273,0.0507,0.9048,2140.59
2141600,0.0351,0.0585,0.9165,2141.6
2142630,0.0351,0.0585,0.9165,2142.63
2143647,0.0351,0.0585,0.9165,2143.647
2144662,0.039,0.0507,0.9165,2144.662
2145675,0.039,0.0507,0.9165,2145.675
2146687,0.039,0.0507,0.9087,2146.687
2147697,0.039,0.0507,0.9087,2147.697
2148708,0.039,0.0507,0.9087,2148.708
2606269,0.0624,0.078,0.936,2606.269
2607310,0.0468,0.0624,0.9165,2607.31
2608329,0.0312,0.0546,0.9087,2608.329
2612056,0.0312,0.0507,0.9321,2612.056
2613096,0.0312,0.0507,0.9321,2613.096
2614106,0.0312,0.0507,0.9321,2614.106
