timestamp,ax,ay,az,label,trial_id
173407,-0.577200,-1.657500,0.787800,shake_lr,5
173426,-0.627900,-1.653600,0.702000,shake_lr,5
173447,-0.526500,-1.271400,0.624000,shake_lr,5
173468,-0.257400,-0.413400,0.588900,shake_lr,5
173487,0.023400,0.312000,0.787800,shake_lr,5
173507,0.339300,1.166100,1.123200,shake_lr,5
173527,0.577200,1.704300,1.302600,shake_lr,5
173547,0.549900,1.852500,1.267500,shake_lr,5
173568,0.538200,1.797900,0.889200,shake_lr,5
173587,0.292500,1.310400,1.103700,shake_lr,5
173607,0.132600,0.565500,0.873600,shake_lr,5
173627,-0.245700,-0.639600,0.900900,shake_lr,5
173648,-0.530400,-1.606800,0.713700,shake_lr,5
173668,-0.557700,-1.431300,0.666900,shake_lr,5
173688,-0.479700,-1.053000,0.581100,shake_lr,5
173707,-0.245700,-0.265200,0.573300,shake_lr,5
173727,0.062400,0.565500,0.799500,shake_lr,5
173748,0.319800,1.209000,1.092000,shake_lr,5
173767,0.409500,1.443000,1.173900,shake_lr,5
173787,0.315900,1.645800,1.185600,shake_lr,5
173807,0.206700,1.240200,1.045200,shake_lr,5
173827,0.066300,0.639600,0.924300,shake_lr,5
173847,-0.222300,-0.436800,0.947700,shake_lr,5
173867,-0.448500,-1.064700,0.783900,shake_lr,5
173888,-0.479700,-0.768300,0.764400,shake_lr,5
173907,-0.429000,-0.429000,0.760500,shake_lr,5
173927,-0.273000,0.042900,0.819000,shake_lr,5
173947,-0.253500,0.265200,0.877500,shake_lr,5
173967,-0.237900,0.561600,0.978900,shake_lr,5
173987,-0.195000,0.647400,1.006200,shake_lr,5
174008,-0.218400,0.522600,1.084200,shake_lr,5
174027,-0.261300,0.386100,1.021800,shake_lr,5
174047,-0.296400,0.175500,0.791700,shake_lr,5
174067,-0.393900,-0.035100,0.737100,shake_lr,5
174088,-0.464100,-0.202800,0.655200,shake_lr,5
174107,-0.510900,-0.354900,0.553800,shake_lr,5
174127,-0.495300,-0.343200,0.510900,shake_lr,5
174147,-0.495300,-0.284700,0.526500,shake_lr,5
174167,-0.542100,-0.335400,0.557700,shake_lr,5
174187,-0.569400,-0.339300,0.522600,shake_lr,5
174207,-0.612300,-0.362700,0.538200,shake_lr,5
174227,-0.651300,-0.366600,0.569400,shake_lr,5
174248,-0.639600,-0.339300,0.487500,shake_lr,5
174268,-0.670800,-0.390000,0.557700,shake_lr,5
174288,-0.690300,-0.401700,0.534300,shake_lr,5
174307,-0.690300,-0.397800,0.483600,shake_lr,5
174327,-0.702000,-0.471900,0.429000,shake_lr,5
174348,-0.698100,-0.448500,0.421200,shake_lr,5
174367,-0.682500,-0.464100,0.421200,shake_lr,5
174388,-0.686400,-0.475800,0.401700,shake_lr,5
174407,-0.659100,-0.471900,0.339300,shake_lr,5
174427,-0.670800,-0.522600,0.276900,shake_lr,5
174447,-0.678600,-0.538200,0.241800,shake_lr,5
174467,-0.678600,-0.542100,0.222300,shake_lr,5
174488,-0.705900,-0.557700,0.241800,shake_lr,5
174508,-0.721500,-0.612300,0.230100,shake_lr,5
174528,-0.721500,-0.596700,0.202800,shake_lr,5
174548,-0.741000,-0.624000,0.195000,shake_lr,5
174567,-0.737100,-0.577200,0.218400,shake_lr,5
174588,-0.733200,-0.620100,0.175500,shake_lr,5
174607,-0.721500,-0.588900,0.152100,shake_lr,5
174627,-0.741000,-0.620100,0.148200,shake_lr,5
174647,-0.725400,-0.573300,0.202800,shake_lr,5
174667,-0.713700,-0.553800,0.214500,shake_lr,5
174687,-0.737100,-0.553800,0.159900,shake_lr,5
174707,-0.729300,-0.514800,0.148200,shake_lr,5
174727,-0.741000,-0.549900,0.152100,shake_lr,5
174747,-0.744900,-0.530400,0.218400,shake_lr,5
174767,-0.744900,-0.526500,0.214500,shake_lr,5
174787,-0.748800,-0.534300,0.183300,shake_lr,5
174808,-0.744900,-0.499200,0.167700,shake_lr,5
174827,-0.760500,-0.538200,0.117000,shake_lr,5
174847,-0.776100,-0.495300,0.163800,shake_lr,5
174867,-0.776100,-0.495300,0.187200,shake_lr,5
174887,-0.799500,-0.503100,0.210600,shake_lr,5
