timestamp,ax,ay,az,label,trial_id
190221,0.007800,0.015600,0.932100,tap3,4
190238,0.019500,0.019500,0.916500,tap3,4
190254,0.019500,0.015600,0.912600,tap3,4
190270,0.023400,0.015600,0.912600,tap3,4
190287,0.019500,0.019500,0.920400,tap3,4
190303,0.015600,0.019500,0.920400,tap3,4
190320,0.019500,0.015600,0.912600,tap3,4
190337,0.023400,0.015600,0.916500,tap3,4
190353,0.023400,0.019500,0.908700,tap3,4
190369,-3.744000,0.066300,0.674700,tap3,4
190389,0.019500,0.015600,0.924300,tap3,4
190408,0.023400,0.019500,0.928200,tap3,4
190428,0.019500,0.015600,0.924300,tap3,4
190448,0.023400,0.015600,0.920400,tap3,4
190468,-1.248000,0.226200,0.752700,tap3,4
190488,0.015600,0.039000,0.936000,tap3,4
190508,0.011700,0.007800,0.955500,tap3,4
190528,-0.007800,-0.007800,0.819000,tap3,4
190548,0.015600,0.031200,0.939900,tap3,4
190568,0.019500,0.035100,0.943800,tap3,4
190588,0.019500,0.019500,0.932100,tap3,4
190608,0.019500,0.019500,0.932100,tap3,4
190628,0.019500,0.019500,0.924300,tap3,4
190648,0.023400,0.019500,0.924300,tap3,4
190668,0.019500,0.015600,0.920400,tap3,4
190688,0.019500,0.015600,0.924300,tap3,4
190708,0.019500,0.019500,0.920400,tap3,4
190728,0.019500,0.015600,0.920400,tap3,4
190748,0.015600,0.019500,0.916500,tap3,4
190768,0.019500,0.019500,0.916500,tap3,4
190788,0.019500,0.011700,0.920400,tap3,4
190808,0.015600,0.019500,0.924300,tap3,4
190828,0.015600,0.015600,0.916500,tap3,4
190848,0.019500,0.015600,0.924300,tap3,4
190868,0.019500,0.019500,0.916500,tap3,4
190888,0.019500,0.015600,0.920400,tap3,4
190908,0.019500,0.015600,0.916500,tap3,4
190929,0.019500,0.015600,0.924300,tap3,4
190948,0.019500,0.015600,0.916500,tap3,4
190968,0.023400,0.015600,0.916500,tap3,4
190988,0.019500,0.019500,0.916500,tap3,4
191008,0.023400,0.015600,0.916500,tap3,4
191029,0.019500,0.015600,0.912600,tap3,4
191048,0.015600,0.011700,0.920400,tap3,4
191068,0.019500,0.015600,0.916500,tap3,4
191088,0.023400,0.015600,0.916500,tap3,4
191108,0.015600,0.019500,0.912600,tap3,4
191129,0.023400,0.015600,0.912600,tap3,4
191148,0.015600,0.019500,0.916500,tap3,4
191168,0.023400,0.015600,0.916500,tap3,4
